dataset	model	lang1	lang2	mrr
nusax	xlmr_cls	sundanese	indonesian	0.015660594058857433
nusax	xlmr_cls	banjarese	sundanese	0.026824301423510746
nusax	xlmr_cls	banjarese	banjarese	0.0
nusax	xlmr_cls	banjarese	acehnese	0.015021108179443207
nusax	xlmr_cls	banjarese	madurese	0.011956706756493084
nusax	xlmr_cls	banjarese	balinese	0.03288192163793392
nusax	xlmr_cls	banjarese	buginese	0.004608713215313658
nusax	xlmr_cls	banjarese	ngaju	0.046879056053922154
nusax	xlmr_cls	banjarese	javanese	0.021813902406412847
nusax	xlmr_cls	banjarese	minangkabau	0.11133736761880265
nusax	xlmr_cls	banjarese	toba_batak	0.010554126000077239
nusax	xlmr_cls	banjarese	english	0.004619851642108724
nusax	xlmr_cls	banjarese	indonesian	0.03788947494307611
nusax	xlmr_cls	acehnese	sundanese	0.013175075301149463
nusax	xlmr_cls	acehnese	banjarese	0.023374685793492826
nusax	xlmr_cls	acehnese	acehnese	0.0
nusax	xlmr_cls	acehnese	madurese	0.015748457668078086
nusax	xlmr_cls	acehnese	balinese	0.019990279114352652
nusax	xlmr_cls	acehnese	buginese	0.00920914858187428
nusax	xlmr_cls	acehnese	ngaju	0.025224397225486476
nusax	xlmr_cls	acehnese	javanese	0.013231290972441983
nusax	xlmr_cls	acehnese	minangkabau	0.037772235000148355
nusax	xlmr_cls	acehnese	toba_batak	0.014486060255475216
nusax	xlmr_cls	acehnese	english	0.0016198428096942453
nusax	xlmr_cls	acehnese	indonesian	0.008235533825574012
nusax	xlmr_cls	madurese	sundanese	0.015006138505904352
nusax	xlmr_cls	madurese	banjarese	0.0160136935535799
nusax	xlmr_cls	madurese	acehnese	0.014071418155331037
nusax	xlmr_cls	madurese	madurese	0.0
nusax	xlmr_cls	madurese	balinese	0.027443009873965387
nusax	xlmr_cls	madurese	buginese	0.020304400453992028
nusax	xlmr_cls	madurese	ngaju	0.01794259411396964
nusax	xlmr_cls	madurese	javanese	0.013618192652762418
nusax	xlmr_cls	madurese	minangkabau	0.026567017005128136
nusax	xlmr_cls	madurese	toba_batak	0.015298527440556943
nusax	xlmr_cls	madurese	english	0.0007651677638555744
nusax	xlmr_cls	madurese	indonesian	0.0034712443467244058
nusax	xlmr_cls	balinese	sundanese	0.04509501707132344
nusax	xlmr_cls	balinese	banjarese	0.03992402049867364
nusax	xlmr_cls	balinese	acehnese	0.015649572818272516
nusax	xlmr_cls	balinese	madurese	0.021910692273774523
nusax	xlmr_cls	balinese	balinese	0.0
nusax	xlmr_cls	balinese	buginese	0.00763144799933553
nusax	xlmr_cls	balinese	ngaju	0.03359313914651963
nusax	xlmr_cls	balinese	javanese	0.06874849724454049
nusax	xlmr_cls	balinese	minangkabau	0.04974359368707956
nusax	xlmr_cls	balinese	toba_batak	0.013537966182024873
nusax	xlmr_cls	balinese	english	0.0014704184989793748
nusax	xlmr_cls	balinese	indonesian	0.012979569354016746
nusax	xlmr_cls	buginese	sundanese	0.004053087938124209
nusax	xlmr_cls	buginese	banjarese	0.006127982768131039
nusax	xlmr_cls	buginese	acehnese	0.007169510727850384
nusax	xlmr_cls	buginese	madurese	0.016579082454759548
nusax	xlmr_cls	buginese	balinese	0.007269727380479902
nusax	xlmr_cls	buginese	buginese	0.0
nusax	xlmr_cls	buginese	ngaju	0.0057785288852016045
nusax	xlmr_cls	buginese	javanese	0.00287085508048043
nusax	xlmr_cls	buginese	minangkabau	0.0071235590057562815
nusax	xlmr_cls	buginese	toba_batak	0.010338150798315524
nusax	xlmr_cls	buginese	english	0.0006996024431768237
nusax	xlmr_cls	buginese	indonesian	0.0008958798631173115
nusax	xlmr_cls	ngaju	sundanese	0.020139747869797556
nusax	xlmr_cls	ngaju	banjarese	0.06354397926229655
nusax	xlmr_cls	ngaju	acehnese	0.01707390521251571
nusax	xlmr_cls	ngaju	madurese	0.015887613509566925
nusax	xlmr_cls	ngaju	balinese	0.03469353365359214
nusax	xlmr_cls	ngaju	buginese	0.006195922476362438
nusax	xlmr_cls	ngaju	ngaju	0.0
nusax	xlmr_cls	ngaju	javanese	0.017878721462865173
nusax	xlmr_cls	ngaju	minangkabau	0.05557662454482257
nusax	xlmr_cls	ngaju	toba_batak	0.011639541807965663
nusax	xlmr_cls	ngaju	english	0.0019233801756388205
nusax	xlmr_cls	ngaju	indonesian	0.017069317729260795
nusax	xlmr_cls	javanese	sundanese	0.04500040264089734
nusax	xlmr_cls	javanese	banjarese	0.026998558903325667
nusax	xlmr_cls	javanese	acehnese	0.010240549224856304
nusax	xlmr_cls	javanese	madurese	0.01094131231256293
nusax	xlmr_cls	javanese	balinese	0.060520752909526195
nusax	xlmr_cls	javanese	buginese	0.0026967915205334202
nusax	xlmr_cls	javanese	ngaju	0.01811622901943753
nusax	xlmr_cls	javanese	javanese	0.0
nusax	xlmr_cls	javanese	minangkabau	0.03970821887069871
nusax	xlmr_cls	javanese	toba_batak	0.005605210347792134
nusax	xlmr_cls	javanese	english	0.0023353340703597273
nusax	xlmr_cls	javanese	indonesian	0.03171457473225669
nusax	xlmr_cls	minangkabau	sundanese	0.04087088530920573
nusax	xlmr_cls	minangkabau	banjarese	0.12379077008043002
nusax	xlmr_cls	minangkabau	acehnese	0.020699997530957012
nusax	xlmr_cls	minangkabau	madurese	0.016543028152988803
nusax	xlmr_cls	minangkabau	balinese	0.04430975442027531
nusax	xlmr_cls	minangkabau	buginese	0.005208227137789767
nusax	xlmr_cls	minangkabau	ngaju	0.04681942952784648
nusax	xlmr_cls	minangkabau	javanese	0.037048585885521276
nusax	xlmr_cls	minangkabau	minangkabau	0.0
nusax	xlmr_cls	minangkabau	toba_batak	0.016515642943750457
nusax	xlmr_cls	minangkabau	english	0.004046012773345103
nusax	xlmr_cls	minangkabau	indonesian	0.0494896228300377
nusax	xlmr_cls	toba_batak	sundanese	0.011301179746331212
nusax	xlmr_cls	toba_batak	banjarese	0.014100896005418228
nusax	xlmr_cls	toba_batak	acehnese	0.009764495112300629
nusax	xlmr_cls	toba_batak	madurese	0.016434204383411564
nusax	xlmr_cls	toba_batak	balinese	0.01387403918493818
nusax	xlmr_cls	toba_batak	buginese	0.011476551811720685
nusax	xlmr_cls	toba_batak	ngaju	0.013483267647461366
nusax	xlmr_cls	toba_batak	javanese	0.006499346704986166
nusax	xlmr_cls	toba_batak	minangkabau	0.022469994861720174
nusax	xlmr_cls	toba_batak	toba_batak	0.0
nusax	xlmr_cls	toba_batak	english	0.0018554395457733364
nusax	xlmr_cls	toba_batak	indonesian	0.004159417081074549
nusax	xlmr_cls	english	sundanese	0.00257683082179785
nusax	xlmr_cls	english	banjarese	0.0054079991901595905
nusax	xlmr_cls	english	acehnese	0.0024770233667637527
nusax	xlmr_cls	english	madurese	0.0011305343940917515
nusax	xlmr_cls	english	balinese	0.0023028919991100395
nusax	xlmr_cls	english	buginese	0.0011211249867661528
nusax	xlmr_cls	english	ngaju	0.002206203619689016
nusax	xlmr_cls	english	javanese	0.002380590858658417
nusax	xlmr_cls	english	minangkabau	0.005453743070800722
nusax	xlmr_cls	english	toba_batak	0.0016981382591746527
nusax	xlmr_cls	english	english	0.0
nusax	xlmr_cls	english	indonesian	0.08429183855098041
nusax	xlmr_cls	indonesian	sundanese	0.016612426591547776
nusax	xlmr_cls	indonesian	banjarese	0.04184642569345698
nusax	xlmr_cls	indonesian	acehnese	0.00789925187955186
nusax	xlmr_cls	indonesian	madurese	0.0036311931340563194
nusax	xlmr_cls	indonesian	balinese	0.014547759877615455
nusax	xlmr_cls	indonesian	buginese	0.0008234980468196622
nusax	xlmr_cls	indonesian	ngaju	0.015609588180896318
nusax	xlmr_cls	indonesian	javanese	0.029014543331607
nusax	xlmr_cls	indonesian	minangkabau	0.057501896731590854
nusax	xlmr_cls	indonesian	toba_batak	0.00349645014193456
nusax	xlmr_cls	indonesian	english	0.06043146759392349
nusax	xlmr_cls	indonesian	indonesian	0.0
nusax	mbert_stsb	sundanese	sundanese	0.0
nusax	mbert_stsb	sundanese	banjarese	0.018685866779185153
nusax	mbert_stsb	sundanese	acehnese	0.01075121816341302
nusax	mbert_stsb	sundanese	madurese	0.012880039883100719
nusax	mbert_stsb	sundanese	balinese	0.020551113589423284
nusax	mbert_stsb	sundanese	buginese	0.00648997380313315
nusax	mbert_stsb	sundanese	ngaju	0.010618010882858894
nusax	mbert_stsb	sundanese	javanese	0.025847473663455994
nusax	mbert_stsb	sundanese	minangkabau	0.018784738919102286
nusax	mbert_stsb	sundanese	toba_batak	0.009885420671255947
nusax	mbert_stsb	sundanese	english	0.00261768447251678
nusax	mbert_stsb	sundanese	indonesian	0.023405703961919086
nusax	mbert_stsb	banjarese	sundanese	0.018595505272724987
nusax	mbert_stsb	banjarese	banjarese	0.0
nusax	mbert_stsb	banjarese	acehnese	0.010988388599896284
nusax	mbert_stsb	banjarese	madurese	0.011051876085566594
nusax	mbert_stsb	banjarese	balinese	0.015430298541261895
nusax	mbert_stsb	banjarese	buginese	0.009459613167808531
nusax	mbert_stsb	banjarese	ngaju	0.013138757339003352
nusax	mbert_stsb	banjarese	javanese	0.01798684339409281
nusax	mbert_stsb	banjarese	minangkabau	0.03316974190886425
nusax	mbert_stsb	banjarese	toba_batak	0.011187004724414258
nusax	mbert_stsb	banjarese	english	0.00195316440370066
nusax	mbert_stsb	banjarese	indonesian	0.03003439450821582
nusax	mbert_stsb	acehnese	sundanese	0.010233521168647158
nusax	mbert_stsb	acehnese	banjarese	0.010068995930226034
nusax	mbert_stsb	acehnese	acehnese	0.0
nusax	mbert_stsb	acehnese	madurese	0.007323422369232072
nusax	mbert_stsb	acehnese	balinese	0.00863999688780252
nusax	mbert_stsb	acehnese	buginese	0.0036848210246177215
nusax	mbert_stsb	acehnese	ngaju	0.007875138616572998
nusax	mbert_stsb	acehnese	javanese	0.005486361230519606
nusax	mbert_stsb	acehnese	minangkabau	0.010387020989436977
nusax	mbert_stsb	acehnese	toba_batak	0.0060957053990579
nusax	mbert_stsb	acehnese	english	0.001783497640550584
nusax	mbert_stsb	acehnese	indonesian	0.0063231027851582975
nusax	mbert_stsb	madurese	sundanese	0.011349862987220087
nusax	mbert_stsb	madurese	banjarese	0.012315039042606635
nusax	mbert_stsb	madurese	acehnese	0.008971273943531753
nusax	mbert_stsb	madurese	madurese	0.0
nusax	mbert_stsb	madurese	balinese	0.013635081436008547
nusax	mbert_stsb	madurese	buginese	0.01349608024173441
nusax	mbert_stsb	madurese	ngaju	0.008190262571177881
nusax	mbert_stsb	madurese	javanese	0.012863290557649497
nusax	mbert_stsb	madurese	minangkabau	0.01146184105672115
nusax	mbert_stsb	madurese	toba_batak	0.006560650697697108
nusax	mbert_stsb	madurese	english	0.0024720309319869595
nusax	mbert_stsb	madurese	indonesian	0.014561802782969209
nusax	mbert_stsb	balinese	sundanese	0.02104229360560084
nusax	mbert_stsb	balinese	banjarese	0.01697549117729708
nusax	mbert_stsb	balinese	acehnese	0.009743093910425916
nusax	mbert_stsb	balinese	madurese	0.012688045862296632
nusax	mbert_stsb	balinese	balinese	0.0
nusax	mbert_stsb	balinese	buginese	0.00667148665388533
nusax	mbert_stsb	balinese	ngaju	0.008730058069774569
nusax	mbert_stsb	balinese	javanese	0.024705680336645528
nusax	mbert_stsb	balinese	minangkabau	0.022573359997896142
nusax	mbert_stsb	balinese	toba_batak	0.012047565603509447
nusax	mbert_stsb	balinese	english	0.0017672454114309071
nusax	mbert_stsb	balinese	indonesian	0.030906692026661416
nusax	mbert_stsb	buginese	sundanese	0.005884599340617656
nusax	mbert_stsb	buginese	banjarese	0.009842247364974648
nusax	mbert_stsb	buginese	acehnese	0.0036500605126800634
nusax	mbert_stsb	buginese	madurese	0.011991528584352274
nusax	mbert_stsb	buginese	balinese	0.006499009554907051
nusax	mbert_stsb	buginese	buginese	0.0
nusax	mbert_stsb	buginese	ngaju	0.0037056503580458924
nusax	mbert_stsb	buginese	javanese	0.0060763817551547274
nusax	mbert_stsb	buginese	minangkabau	0.0077908989909904365
nusax	mbert_stsb	buginese	toba_batak	0.0059765508873284605
nusax	mbert_stsb	buginese	english	0.0017511618560176149
nusax	mbert_stsb	buginese	indonesian	0.007279023582692335
nusax	mbert_stsb	ngaju	sundanese	0.008592527190893193
nusax	mbert_stsb	ngaju	banjarese	0.010867980006756482
nusax	mbert_stsb	ngaju	acehnese	0.009130806246863667
nusax	mbert_stsb	ngaju	madurese	0.007328015742750933
nusax	mbert_stsb	ngaju	balinese	0.007687588913479079
nusax	mbert_stsb	ngaju	buginese	0.00254540504759412
nusax	mbert_stsb	ngaju	ngaju	0.0
nusax	mbert_stsb	ngaju	javanese	0.006785748050615878
nusax	mbert_stsb	ngaju	minangkabau	0.011058889702505494
nusax	mbert_stsb	ngaju	toba_batak	0.004761248225647018
nusax	mbert_stsb	ngaju	english	0.0013427704448953325
nusax	mbert_stsb	ngaju	indonesian	0.015220784700235782
nusax	mbert_stsb	javanese	sundanese	0.025743983411887144
nusax	mbert_stsb	javanese	banjarese	0.020061385631023016
nusax	mbert_stsb	javanese	acehnese	0.00564391543094224
nusax	mbert_stsb	javanese	madurese	0.013306004923710046
nusax	mbert_stsb	javanese	balinese	0.024144637225783683
nusax	mbert_stsb	javanese	buginese	0.005250729263887323
nusax	mbert_stsb	javanese	ngaju	0.007843923265768231
nusax	mbert_stsb	javanese	javanese	0.0
nusax	mbert_stsb	javanese	minangkabau	0.021824098204559866
nusax	mbert_stsb	javanese	toba_batak	0.006795298306566297
nusax	mbert_stsb	javanese	english	0.001025602971343066
nusax	mbert_stsb	javanese	indonesian	0.026591367082310198
nusax	mbert_stsb	minangkabau	sundanese	0.01798611580117953
nusax	mbert_stsb	minangkabau	banjarese	0.03340887848049843
nusax	mbert_stsb	minangkabau	acehnese	0.01139025354067212
nusax	mbert_stsb	minangkabau	madurese	0.012351722572928379
nusax	mbert_stsb	minangkabau	balinese	0.021286605853126944
nusax	mbert_stsb	minangkabau	buginese	0.00750486244282412
nusax	mbert_stsb	minangkabau	ngaju	0.01113550018939667
nusax	mbert_stsb	minangkabau	javanese	0.02180670588440615
nusax	mbert_stsb	minangkabau	minangkabau	0.0
nusax	mbert_stsb	minangkabau	toba_batak	0.010555287337376932
nusax	mbert_stsb	minangkabau	english	0.001519537363378213
nusax	mbert_stsb	minangkabau	indonesian	0.06371061909895019
nusax	mbert_stsb	toba_batak	sundanese	0.008762238845304459
nusax	mbert_stsb	toba_batak	banjarese	0.010536029518059611
nusax	mbert_stsb	toba_batak	acehnese	0.007435988822513291
nusax	mbert_stsb	toba_batak	madurese	0.006756474252980338
nusax	mbert_stsb	toba_batak	balinese	0.012634693249039045
nusax	mbert_stsb	toba_batak	buginese	0.006116428320365868
nusax	mbert_stsb	toba_batak	ngaju	0.005077946037346056
nusax	mbert_stsb	toba_batak	javanese	0.006892503772912907
nusax	mbert_stsb	toba_batak	minangkabau	0.011358528086748474
nusax	mbert_stsb	toba_batak	toba_batak	0.0
nusax	mbert_stsb	toba_batak	english	0.002537178104627555
nusax	mbert_stsb	toba_batak	indonesian	0.011539562451766107
nusax	mbert_stsb	english	sundanese	0.00306884928378644
nusax	mbert_stsb	english	banjarese	0.0025951821296172615
nusax	mbert_stsb	english	acehnese	0.002476850838664359
nusax	mbert_stsb	english	madurese	0.004088052801043658
nusax	mbert_stsb	english	balinese	0.0033388758392995516
nusax	mbert_stsb	english	buginese	0.003593330654215796
nusax	mbert_stsb	english	ngaju	0.001742702972701232
nusax	mbert_stsb	english	javanese	0.001976034671994618
nusax	mbert_stsb	english	minangkabau	0.002392557919789731
nusax	mbert_stsb	english	toba_batak	0.0022533471473843943
nusax	mbert_stsb	english	english	0.0
nusax	mbert_stsb	english	indonesian	0.0024512371855068453
nusax	mbert_stsb	indonesian	sundanese	0.02523247149305893
nusax	mbert_stsb	indonesian	banjarese	0.03175196722858177
nusax	mbert_stsb	indonesian	acehnese	0.00828284683824435
nusax	mbert_stsb	indonesian	madurese	0.01630436358916481
nusax	mbert_stsb	indonesian	balinese	0.03209621733537847
nusax	mbert_stsb	indonesian	buginese	0.006402548028570507
nusax	mbert_stsb	indonesian	ngaju	0.017845455141315626
nusax	mbert_stsb	indonesian	javanese	0.02892427067723832
nusax	mbert_stsb	indonesian	minangkabau	0.06972146318684432
nusax	mbert_stsb	indonesian	toba_batak	0.011223219506152507
nusax	mbert_stsb	indonesian	english	0.0018799690011876225
nusax	mbert_stsb	indonesian	indonesian	0.0
nusax	xlmr_stsb	sundanese	sundanese	0.0
nusax	xlmr_stsb	sundanese	banjarese	0.10033942005478724
nusax	xlmr_stsb	sundanese	acehnese	0.07234285074897287
nusax	xlmr_stsb	sundanese	madurese	0.09205359603421087
nusax	xlmr_stsb	sundanese	balinese	0.1385935464054849
nusax	xlmr_stsb	sundanese	buginese	0.04051578845329121
nusax	xlmr_stsb	sundanese	ngaju	0.0929897308718339
nusax	xlmr_stsb	sundanese	javanese	0.14927991717391298
nusax	xlmr_stsb	sundanese	minangkabau	0.1144179008936719
nusax	xlmr_stsb	sundanese	toba_batak	0.06631824347256783
nusax	xlmr_stsb	sundanese	english	0.026984672649497606
nusax	xlmr_stsb	sundanese	indonesian	0.06862064309009339
nusax	xlmr_stsb	banjarese	sundanese	0.11295388032275139
nusax	xlmr_stsb	banjarese	banjarese	0.0
nusax	xlmr_stsb	banjarese	acehnese	0.05320743632042024
nusax	xlmr_stsb	banjarese	madurese	0.057766643478505256
nusax	xlmr_stsb	banjarese	balinese	0.10793907504111917
nusax	xlmr_stsb	banjarese	buginese	0.023359227034824313
nusax	xlmr_stsb	banjarese	ngaju	0.10688075339460208
nusax	xlmr_stsb	banjarese	javanese	0.14200217884282107
nusax	xlmr_stsb	banjarese	minangkabau	0.16950788769013161
nusax	xlmr_stsb	banjarese	toba_batak	0.04378851519390384
nusax	xlmr_stsb	banjarese	english	0.05125463765018737
nusax	xlmr_stsb	banjarese	indonesian	0.1323694015422451
nusax	xlmr_stsb	acehnese	sundanese	0.06800584747486031
nusax	xlmr_stsb	acehnese	banjarese	0.04508410624241838
nusax	xlmr_stsb	acehnese	acehnese	0.0
nusax	xlmr_stsb	acehnese	madurese	0.06280728585209483
nusax	xlmr_stsb	acehnese	balinese	0.058442575344060436
nusax	xlmr_stsb	acehnese	buginese	0.05564441355392756
nusax	xlmr_stsb	acehnese	ngaju	0.04630450682770101
nusax	xlmr_stsb	acehnese	javanese	0.06454301427968884
nusax	xlmr_stsb	acehnese	minangkabau	0.07329401860743912
nusax	xlmr_stsb	acehnese	toba_batak	0.0716202252415213
nusax	xlmr_stsb	acehnese	english	0.011036311103396599
nusax	xlmr_stsb	acehnese	indonesian	0.024766951041151706
nusax	xlmr_stsb	madurese	sundanese	0.0949010043540323
nusax	xlmr_stsb	madurese	banjarese	0.05166930916661711
nusax	xlmr_stsb	madurese	acehnese	0.07180835269294375
nusax	xlmr_stsb	madurese	madurese	0.0
nusax	xlmr_stsb	madurese	balinese	0.08660561773809959
nusax	xlmr_stsb	madurese	buginese	0.05395684272345962
nusax	xlmr_stsb	madurese	ngaju	0.05616634402003394
nusax	xlmr_stsb	madurese	javanese	0.07562355167383394
nusax	xlmr_stsb	madurese	minangkabau	0.06787027099778271
nusax	xlmr_stsb	madurese	toba_batak	0.06546065896253335
nusax	xlmr_stsb	madurese	english	0.009688235690476596
nusax	xlmr_stsb	madurese	indonesian	0.02486628665594535
nusax	xlmr_stsb	balinese	sundanese	0.14869706898534496
nusax	xlmr_stsb	balinese	banjarese	0.10907204859861215
nusax	xlmr_stsb	balinese	acehnese	0.06440001590090715
nusax	xlmr_stsb	balinese	madurese	0.08383916138457524
nusax	xlmr_stsb	balinese	balinese	0.0
nusax	xlmr_stsb	balinese	buginese	0.03313310415042376
nusax	xlmr_stsb	balinese	ngaju	0.11013412354616106
nusax	xlmr_stsb	balinese	javanese	0.16156563843309227
nusax	xlmr_stsb	balinese	minangkabau	0.12236824712891997
nusax	xlmr_stsb	balinese	toba_batak	0.058641232692086064
nusax	xlmr_stsb	balinese	english	0.028391535913707956
nusax	xlmr_stsb	balinese	indonesian	0.07719248871017807
nusax	xlmr_stsb	buginese	sundanese	0.03763251382637271
nusax	xlmr_stsb	buginese	banjarese	0.01954119266359145
nusax	xlmr_stsb	buginese	acehnese	0.05191121353841163
nusax	xlmr_stsb	buginese	madurese	0.042383388726881806
nusax	xlmr_stsb	buginese	balinese	0.031007412306534036
nusax	xlmr_stsb	buginese	buginese	0.0
nusax	xlmr_stsb	buginese	ngaju	0.018693718348667412
nusax	xlmr_stsb	buginese	javanese	0.02637711774338644
nusax	xlmr_stsb	buginese	minangkabau	0.024425127134677437
nusax	xlmr_stsb	buginese	toba_batak	0.06115370868316933
nusax	xlmr_stsb	buginese	english	0.0030922745910725506
nusax	xlmr_stsb	buginese	indonesian	0.006595028987796685
nusax	xlmr_stsb	ngaju	sundanese	0.10554135453698635
nusax	xlmr_stsb	ngaju	banjarese	0.10579543129955021
nusax	xlmr_stsb	ngaju	acehnese	0.0542795588070286
nusax	xlmr_stsb	ngaju	madurese	0.05564502203052953
nusax	xlmr_stsb	ngaju	balinese	0.11307403330989554
nusax	xlmr_stsb	ngaju	buginese	0.023549896646201305
nusax	xlmr_stsb	ngaju	ngaju	0.0
nusax	xlmr_stsb	ngaju	javanese	0.12299704597790549
nusax	xlmr_stsb	ngaju	minangkabau	0.10199338840591193
nusax	xlmr_stsb	ngaju	toba_batak	0.03793379890496968
nusax	xlmr_stsb	ngaju	english	0.024753464691975032
nusax	xlmr_stsb	ngaju	indonesian	0.07192135955837893
nusax	xlmr_stsb	javanese	sundanese	0.13751794870188075
nusax	xlmr_stsb	javanese	banjarese	0.12813975014972276
nusax	xlmr_stsb	javanese	acehnese	0.06552727877488615
nusax	xlmr_stsb	javanese	madurese	0.06997532928114011
nusax	xlmr_stsb	javanese	balinese	0.14215104883769117
nusax	xlmr_stsb	javanese	buginese	0.028201633940770344
nusax	xlmr_stsb	javanese	ngaju	0.10579348855635942
nusax	xlmr_stsb	javanese	javanese	0.0
nusax	xlmr_stsb	javanese	minangkabau	0.12824756494329623
nusax	xlmr_stsb	javanese	toba_batak	0.0410387439939621
nusax	xlmr_stsb	javanese	english	0.032738880458064355
nusax	xlmr_stsb	javanese	indonesian	0.09384016618608379
nusax	xlmr_stsb	minangkabau	sundanese	0.12209160905904529
nusax	xlmr_stsb	minangkabau	banjarese	0.15772305667478345
nusax	xlmr_stsb	minangkabau	acehnese	0.0792699494640762
nusax	xlmr_stsb	minangkabau	madurese	0.06958956714053545
nusax	xlmr_stsb	minangkabau	balinese	0.12018112437503543
nusax	xlmr_stsb	minangkabau	buginese	0.029316295069299392
nusax	xlmr_stsb	minangkabau	ngaju	0.09324976620741424
nusax	xlmr_stsb	minangkabau	javanese	0.13800810002539773
nusax	xlmr_stsb	minangkabau	minangkabau	0.0
nusax	xlmr_stsb	minangkabau	toba_batak	0.0475853881649974
nusax	xlmr_stsb	minangkabau	english	0.05132984407308089
nusax	xlmr_stsb	minangkabau	indonesian	0.1414504787458655
nusax	xlmr_stsb	toba_batak	sundanese	0.06576523773573749
nusax	xlmr_stsb	toba_batak	banjarese	0.03883969586689185
nusax	xlmr_stsb	toba_batak	acehnese	0.07217452544736173
nusax	xlmr_stsb	toba_batak	madurese	0.057174757866225806
nusax	xlmr_stsb	toba_batak	balinese	0.05374829523624489
nusax	xlmr_stsb	toba_batak	buginese	0.07191188934555194
nusax	xlmr_stsb	toba_batak	ngaju	0.033942631073295246
nusax	xlmr_stsb	toba_batak	javanese	0.03841947984108332
nusax	xlmr_stsb	toba_batak	minangkabau	0.043897136075905396
nusax	xlmr_stsb	toba_batak	toba_batak	0.0
nusax	xlmr_stsb	toba_batak	english	0.006002706874803605
nusax	xlmr_stsb	toba_batak	indonesian	0.011820055072194724
nusax	xlmr_stsb	english	sundanese	0.0667266592810424
nusax	xlmr_stsb	english	banjarese	0.11549400633510755
nusax	xlmr_stsb	english	acehnese	0.03411044581803407
nusax	xlmr_stsb	english	madurese	0.02995377799978578
nusax	xlmr_stsb	english	balinese	0.0710276876199794
nusax	xlmr_stsb	english	buginese	0.01124293949280218
nusax	xlmr_stsb	english	ngaju	0.0644992798337757
nusax	xlmr_stsb	english	javanese	0.08530371001534402
nusax	xlmr_stsb	english	minangkabau	0.11609619740564124
nusax	xlmr_stsb	english	toba_batak	0.020914483795391972
nusax	xlmr_stsb	english	english	0.0
nusax	xlmr_stsb	english	indonesian	0.4541344557182948
nusax	xlmr_stsb	indonesian	sundanese	0.09367884752478296
nusax	xlmr_stsb	indonesian	banjarese	0.157473748005929
nusax	xlmr_stsb	indonesian	acehnese	0.03521239265609467
nusax	xlmr_stsb	indonesian	madurese	0.04039714478316447
nusax	xlmr_stsb	indonesian	balinese	0.09609349919789589
nusax	xlmr_stsb	indonesian	buginese	0.012908187947702278
nusax	xlmr_stsb	indonesian	ngaju	0.09149892989856234
nusax	xlmr_stsb	indonesian	javanese	0.12417124348079533
nusax	xlmr_stsb	indonesian	minangkabau	0.17077809751408113
nusax	xlmr_stsb	indonesian	toba_batak	0.022439513552244078
nusax	xlmr_stsb	indonesian	english	0.3676708546001734
nusax	xlmr_stsb	indonesian	indonesian	0.0
